"filename", "language", "Java", "XML", "CSV", "Markdown", "JSON", "comment", "blank", "total"
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\.idea\misc.xml", "XML", 0, -1, 0, 0, 0, 0, 0, -1
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Controllers\AuthenticationController.java", "Java", -11, 0, 0, 0, 0, 1, 0, -10
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Controllers\AuthenticationViewController.java", "Java", -10, 0, 0, 0, 0, -1, -7, -18
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Controllers\CampViewController.java", "Java", -36, 0, 0, 0, 0, -1, -9, -46
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Controllers\EnquiryViewController.java", "Java", -31, 0, 0, 0, 0, 0, -10, -41
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Controllers\Interfaces\IViewController.java", "Java", -4, 0, 0, 0, 0, -3, -2, -9
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Controllers\ProfileViewController.java", "Java", -4, 0, 0, 0, 0, 0, -6, -10
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Controllers\SuggestionViewController.java", "Java", -42, 0, 0, 0, 0, -3, -11, -56
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Controllers\ThemeController.java", "Java", -5, 0, 0, 0, 0, 0, 1, -4
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Models\Abstract\AUser.java", "Java", -9, 0, 0, 0, 0, 0, -2, -11
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Models\Camp.java", "Java", -12, 0, 0, 0, 0, 0, -2, -14
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Models\CampCommiteeMember.java", "Java", -4, 0, 0, 0, 0, 0, -2, -6
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Models\CampCommiteeMembers.java", "Java", -13, 0, 0, 0, 0, 0, -1, -14
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Models\CampList.java", "Java", -13, 0, 0, 0, 0, 0, 0, -13
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Models\Enquiry.java", "Java", -6, 0, 0, 0, 0, -1, -2, -9
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Models\EnquiryList.java", "Java", -8, 0, 0, 0, 0, -1, 0, -9
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Models\EnquiryResponse.java", "Java", -3, 0, 0, 0, 0, -1, -2, -6
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Models\Interface\ICampInformation.java", "Java", -1, 0, 0, 0, 0, 0, 0, -1
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Models\PerformanceReport.java", "Java", 0, 0, 0, 0, 0, 0, 2, 2
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Models\PermissionList.java", "Java", -15, 0, 0, 0, 0, 0, -4, -19
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Models\Report.java", "Java", 1, 0, 0, 0, 0, 0, -1, 0
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Models\ReportList.java", "Java", -8, 0, 0, 0, 0, 0, -4, -12
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Models\Staff.java", "Java", -16, 0, 0, 0, 0, -2, -6, -24
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Models\Student.java", "Java", -25, 0, 0, 0, 0, -6, -7, -38
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Models\StudentEnquiryReport.java", "Java", -3, 0, 0, 0, 0, -1, -2, -6
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Models\Suggestion.java", "Java", -11, 0, 0, 0, 0, 0, -5, -16
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Models\SuggestionList.java", "Java", -5, 0, 0, 0, 0, 0, -1, -6
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Utils\DatabaseUtils.java", "Java", -53, 0, 0, 0, 0, 1, 6, -46
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Utils\InputUtils.java", "Java", -1, 0, 0, 0, 0, 0, 0, -1
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Utils\PageUtils.java", "Java", -34, 0, 0, 0, 0, 0, -1, -35
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Utils\ReportUtils.java", "Java", -12, 0, 0, 0, 0, 0, -5, -17
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Apps\HomeView.java", "Java", -2, 0, 0, 0, 0, 0, 0, -2
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Apps\ProfileView.java", "Java", 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Authentications\LoginView.java", "Java", -2, 0, 0, 0, 0, 0, 1, -1
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Camps\CampCreateView.java", "Java", -17, 0, 0, 0, 0, -2, -4, -23
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Camps\CampDeregisterView.java", "Java", -17, 0, 0, 0, 0, -2, -4, -23
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Camps\CampEditView.java", "Java", -17, 0, 0, 0, 0, -2, -6, -25
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Camps\CampListStaffMenuView.java", "Java", -10, 0, 0, 0, 0, 0, 0, -10
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Camps\CampListView.java", "Java", -9, 0, 0, 0, 0, 0, 1, -8
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Camps\CampRegisterView.java", "Java", -17, 0, 0, 0, 0, -2, -6, -25
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Camps\CampView.java", "Java", -13, 0, 0, 0, 0, 0, 1, -12
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Camps\RegisterCampStatusView.java", "Java", -17, 0, 0, 0, 0, -2, -5, -24
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Enquiries\EnquiryCreateView.java", "Java", -22, 0, 0, 0, 0, -1, -6, -29
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Enquiries\EnquiryEditView.java", "Java", -21, 0, 0, 0, 0, -1, -6, -28
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Enquiries\EnquiryListView.java", "Java", -7, 0, 0, 0, 0, 0, 0, -7
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Enquiries\EnquiryReplyView.java", "Java", -21, 0, 0, 0, 0, -1, -8, -30
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Enquiries\EnquiryView.java", "Java", -10, 0, 0, 0, 0, 0, -1, -11
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Interfaces\IView.java", "Java", -1, 0, 0, 0, 0, 0, 0, -1
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Suggestions\SuggestionApproveView.java", "Java", -22, 0, 0, 0, 0, -2, -8, -32
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Suggestions\SuggestionCreateView.java", "Java", -22, 0, 0, 0, 0, -2, -7, -31
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Suggestions\SuggestionDeleteView.java", "Java", -22, 0, 0, 0, 0, -2, -8, -32
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Suggestions\SuggestionEditView.java", "Java", -22, 0, 0, 0, 0, -2, -9, -33
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Suggestions\SuggestionListView.java", "Java", -1, 0, 0, 0, 0, 0, -1, -2
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\Views\Suggestions\SuggestionView.java", "Java", -3, 0, 0, 0, 0, 0, 1, -2
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-18_21-33-32\details.md", "Markdown", 0, 0, 0, -80, 0, 0, -6, -86
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-18_21-33-32\diff-details.md", "Markdown", 0, 0, 0, -9, 0, 0, -6, -15
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-18_21-33-32\diff.csv", "CSV", 0, 0, -2, 0, 0, 0, 0, -2
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-18_21-33-32\diff.md", "Markdown", 0, 0, 0, -12, 0, 0, -7, -19
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-18_21-33-32\results.csv", "CSV", 0, 0, -73, 0, 0, 0, 0, -73
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-18_21-33-32\results.json", "JSON", 0, 0, 0, 0, -1, 0, 0, -1
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-18_21-33-32\results.md", "Markdown", 0, 0, 0, -31, 0, 0, -7, -38
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-18_23-29-41\details.md", "Markdown", 0, 0, 0, -84, 0, 0, -6, -90
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-18_23-29-41\diff-details.md", "Markdown", 0, 0, 0, -13, 0, 0, -6, -19
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-18_23-29-41\diff.csv", "CSV", 0, 0, -6, 0, 0, 0, 0, -6
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-18_23-29-41\diff.md", "Markdown", 0, 0, 0, -16, 0, 0, -7, -23
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-18_23-29-41\results.csv", "CSV", 0, 0, -77, 0, 0, 0, 0, -77
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-18_23-29-41\results.json", "JSON", 0, 0, 0, 0, -1, 0, 0, -1
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-18_23-29-41\results.md", "Markdown", 0, 0, 0, -33, 0, 0, -7, -40
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-20_00-22-42\details.md", "Markdown", 0, 0, 0, 119, 0, 0, 6, 125
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-20_00-22-42\diff-details.md", "Markdown", 0, 0, 0, 9, 0, 0, 6, 15
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-20_00-22-42\diff.csv", "CSV", 0, 0, 2, 0, 0, 0, 0, 2
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-20_00-22-42\diff.md", "Markdown", 0, 0, 0, 12, 0, 0, 7, 19
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-20_00-22-42\results.csv", "CSV", 0, 0, 112, 0, 0, 0, 0, 112
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-20_00-22-42\results.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 1
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.VSCodeCounter\2023-11-20_00-22-42\results.md", "Markdown", 0, 0, 0, 49, 0, 0, 7, 56
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\.idea\misc.xml", "XML", 0, -1, 0, 0, 0, 0, 0, -1
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Controllers\ThemeController.class", "Java", -2, 0, 0, 0, 0, 0, 0, -2
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Controllers\ThemeMode.class", "Java", 16, 0, 0, 0, 0, 0, 0, 16
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Exports\AttendenceReport_d0615189-e5c2-4102-b5a5-e12ffe10cd43.csv", "CSV", 0, 0, 5, 0, 0, 0, 1, 6
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Models\Abstract\AUser.class", "Java", -2, 0, 0, 0, 0, 0, 0, -2
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Models\AttendanceReport.class", "Java", 55, 0, 0, 0, 0, 0, 0, 55
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Models\Attendees.class", "Java", -2, 0, 0, 0, 0, 0, 0, -2
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Models\Camp.class", "Java", 0, 0, 0, 0, 0, 4, 0, 4
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Models\CampCommiteeMember.class", "Java", 3, 0, 0, 0, 0, 0, 0, 3
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Models\CampCommiteeMembers.class", "Java", -9, 0, 0, 0, 0, 0, 0, -9
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Models\CampList.class", "Java", -5, 0, 0, 0, 0, 0, 0, -5
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Models\EnquiryList.class", "Java", -2, 0, 0, 0, 0, 0, 0, -2
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Models\EnquiryResponse.class", "Java", -3, 0, 0, 0, 0, 0, 0, -3
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Models\PerformanceReport.class", "Java", 59, 0, 0, 0, 0, 0, 0, 59
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Models\PermissionList$PermissionType.class", "Java", 24, 0, 0, 0, 0, 0, 0, 24
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Models\PermissionList.class", "Java", 12, 0, 0, 0, 0, 0, 0, 12
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Models\Report.class", "Java", 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Models\Student.class", "Java", -18, 0, 0, 0, 0, 0, 0, -18
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Models\Suggestion.class", "Java", 12, 0, 0, 0, 0, 0, 0, 12
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Models\SuggestionList.class", "Java", -1, 0, 0, 0, 0, 0, 0, -1
"c:\Users\yongk\Desktop\SC2002\CAMS_Assignment\SC2002Assignment\out\production\SC2002Assignment\Views\Camps\CampListStaffMenuView.class", "Java", 74, 0, 0, 0, 0, 0, 0, 74
"Total", "-", -472, -2, -39, -89, -1, -35, -182, -820